Entity,Year,肥胖死亡占比,每10万中因肥胖而死亡的人数,Region
Costa Rica,2007,10.66,108.7587345,Americas
Croatia,2007,13.93,77.72335946,Americas
Cuba,2007,10.48,95.7500569,Europe
Cyprus,2007,10.76,56.55857927,Europe
Czech Republic,2007,14.18,57.13712644,Africa
Democratic Republic of Congo,2007,1.51,88.83202954,Africa
Denmark,2007,7.62,44.94503031,Europe
Djibouti,2007,3.19,42.72905684,Eastern Mediterranean
Dominica,2007,12.16,57.47756153,Americas
Dominican Republic,2007,10.39,85.95647005,Americas
Ecuador,2007,11.06,79.78825137,Americas
Egypt,2007,16.77,175.6046342,Eastern Mediterranean
El Salvador,2007,11.53,93.10510315,Americas
Equatorial Guinea,2007,3.29,45.05327398,Africa
Eritrea,2007,1.92,81.06562769,Africa
Estonia,2007,15.76,59.03886659,Europe
Ethiopia,2007,0.99,117.813179,Africa
Fiji,2007,28.47,50.65415005,Western Pacific
Finland,2007,10.4,34.04023185,Europe
France,2007,7.88,107.294492,Europe
Gabon,2007,6.05,76.56630542,Africa
Gambia,2007,4.14,130.5215294,Africa
Georgia,2007,17.32,51.32238972,Europe
Germany,2007,10.98,80.65646581,Europe
Ghana,2007,4.55,59.82714879,Africa
Greece,2007,11.46,70.72374008,Europe
Grenada,2007,12.48,138.6074889,Americas
Guatemala,2007,6.09,52.85166173,Americas
Guinea,2007,2.11,75.40391338,Africa
Guinea-Bissau,2007,2.48,135.7642655,Africa
Guyana,2007,12.9,84.85253756,Americas
Haiti,2007,4.94,49.73368908,Americas
Honduras,2007,8.54,76.73631462,Americas
Hungary,2007,15.24,119.01366,Europe
Iceland,2007,9.9,40.90425347,Europe
India,2007,2.89,32.61487674,South-East Asia
Indonesia,2007,5.62,48.73728138,South-East Asia
Iran,2007,11.13,80.27170225,Eastern Mediterranean
Iraq,2007,12.6,151.5431698,Eastern Mediterranean
Ireland,2007,9.34,47.36059058,Europe
Israel,2007,10.6,50.42421897,Europe
Italy,2007,9.92,41.81147065,Europe
Jamaica,2007,13.31,83.78628292,Americas
Japan,2007,4.3,16.4052099,Western Pacific
Jordan,2007,17.16,138.1597788,Eastern Mediterranean
Kazakhstan,2007,16.47,195.846158,Europe
Kenya,2007,1.8,41.4339448,Africa
Kiribati,2007,17.89,273.6692499,Western Pacific
Kuwait,2007,21.15,91.97360378,Eastern Mediterranean
Kyrgyzstan,2007,10.41,119.2767245,Europe
Laos,2007,3.93,61.65650652,Western Pacific
Latvia,2007,16,137.8101988,Europe
Lebanon,2007,17.99,115.4660902,Eastern Mediterranean
Lesotho,2007,4.16,147.1210157,Africa
Liberia,2007,2.66,58.23196655,Africa
Libya,2007,17.26,125.1782851,Eastern Mediterranean
Lithuania,2007,14.24,122.9667759,Europe
Luxembourg,2007,10.02,49.90077666,Europe
Madagascar,2007,2.36,62.48720568,Africa
Malawi,2007,1.49,32.45329375,Africa
Malaysia,2007,9.37,41.3398476,Western Pacific
Maldives,2007,5.48,58.80872419,South-East Asia
Mali,2007,1.46,212.2461293,Africa
Malta,2007,11.84,88.07293331,Europe
Marshall Islands,2007,15.35,117.0704991,Western Pacific
Mauritania,2007,5.86,93.17942495,Africa
Mauritius,2007,16.47,208.2891098,Africa
Mexico,2007,14.51,50.29705544,Americas
Micronesia,2007,18.81,119.6832305,Western Pacific
Mongolia,2007,11.44,48.4192042,Western Pacific
Montenegro,2007,15.43,39.03418991,Europe
Morocco,2007,14.67,105.8951617,Eastern Mediterranean
Mozambique,2007,1.44,27.824767,Africa
Myanmar,2007,2.96,37.73991591,South-East Asia
Namibia,2007,4.26,50.49110325,Africa
Nepal,2007,2.66,75.53730351,Western Pacific
Netherlands,2007,7.8,34.56450611,South-East Asia
New Zealand,2007,10.63,38.32318572,Europe
Nicaragua,2007,11.3,111.1888592,Western Pacific
Niger,2007,1.02,71.76779448,Africa
Nigeria,2007,1.29,26.75648914,Africa
Norway,2007,7.45,187.7369522,Europe
Oman,2007,15.78,86.66816797,Eastern Mediterranean
Pakistan,2007,5.07,126.633662,Eastern Mediterranean
Panama,2007,8.44,159.8263417,Americas
Papua New Guinea,2007,8.11,80.35496347,Western Pacific
Paraguay,2007,11.38,38.67720793,Americas
Peru,2007,6.96,73.15117814,Americas
Philippines,2007,7.48,92.15049241,Western Pacific
Poland,2007,13.71,49.6592762,Europe
Portugal,2007,9.69,92.01338726,Europe
Qatar,2007,20.38,125.9316366,Eastern Mediterranean
Romania,2007,16.29,156.9184046,Europe
Russia,2007,15.04,34.41222355,Europe
Rwanda,2007,1.43,88.8614967,Europe
Saint Lucia,2007,12.82,96.77805879,Americas
Saint Vincent and the Grenadines,2007,12.8,150.7722975,Americas
Samoa,2007,17.94,65.43991143,Americas
Sao Tome and Principe,2007,4.88,120.7995063,Western Pacific
Saudi Arabia,2007,15.55,62.49648852,Africa
Senegal,2007,3.6,60.29981791,Eastern Mediterranean
Serbia,2007,15.49,127.4624095,Africa
Seychelles,2007,9.32,74.73462453,Europe
Sierra Leone,2007,1.72,53.37973543,Africa
Singapore,2007,7.72,29.69859246,Africa
Slovakia,2007,15.42,114.7442527,Western Pacific
Slovenia,2007,12.09,66.40935704,Europe
Solomon Islands,2007,11.39,158.7955468,Europe
Somalia,2007,1.51,47.33397701,Western Pacific
South Africa,2007,6.06,141.3429846,Eastern Mediterranean
Spain,2007,10.41,136.9288444,Africa
Sri Lanka,2007,7.16,45.72166198,Europe
Sudan,2007,6.61,60.36344258,South-East Asia
Suriname,2007,13.52,107.6283336,Eastern Mediterranean
Sweden,2007,9.08,276.261159,Americas
Switzerland,2007,8.5,42.05110438,Europe
Syria,2007,16.66,33.59594545,Europe
Taiwan,2007,9.64,111.3652408,Asia
Tajikistan,2007,6.88,49.04611003,Eastern Mediterranean
Thailand,2007,6.69,47.59964803,Europe
Timor,2007,1.69,37.33985079,South-East Asia
Togo,2007,2.13,18.15306084,Africa
Tonga,2007,16.58,54.04688646,Western Pacific
Trinidad and Tobago,2007,18.59,156.8815959,Americas
Tunisia,2007,13.81,75.75929228,Eastern Mediterranean
Turkey,2007,14.67,90.84645694,Europe
Turkmenistan,2007,15.19,79.06583127,Europe
Uganda,2007,1.15,188.8237351,Africa
Ukraine,2007,15.44,38.08024731,Europe
United Arab Emirates,2007,14.73,156.8190381,Eastern Mediterranean
United Kingdom,2007,9.28,153.3985161,Europe
United States,2007,13.67,46.73007902,Africa
Upper-middle income,2007,8.93,74.18932251,Americas
Uruguay,2007,10.46,132.0855548,Americas
Uzbekistan,2007,13.36,69.08348695,Europe
Vanuatu,2007,11.7,166.5382132,Western Pacific
Venezuela,2007,12.2,160.4041613,Americas
Vietnam,2007,3,83.00306822,Western Pacific
Yemen,2007,6.12,51.7204525,Eastern Mediterranean
Zambia,2007,1.25,58.79002914,Africa
Zimbabwe,2007,2.66,97.62245739,Africa
Afghanistan,2012,7.08,175.5687651,Eastern Mediterranean
Albania,2012,11.79,97.56571721,Europe
Algeria,2012,15.92,184.8051333,Africa
Andorra,2012,9.09,35.36084523,Europe
Angola,2012,2.29,53.66014068,Africa
Antigua and Barbuda,2012,13.84,82.14442891,Americas
Argentina,2012,11.25,72.1049198,Americas
Armenia,2012,13.13,96.01075682,Europe
Australia,2012,11.56,47.87021757,Western Pacific
Austria,2012,11.02,140.8249476,Europe
Azerbaijan,2012,14.45,109.4855118,Europe
Bahamas,2012,15.36,124.113729,Americas
Bahrain,2012,22.99,32.15124638,Eastern Mediterranean
Bangladesh,2012,3.95,81.90793091,South-East Asia
Barbados,2012,14.23,131.672979,Americas
Belarus,2012,15.81,37.90164118,Europe
Belgium,2012,8.04,104.3190912,Europe
Belize,2012,13.54,68.33442614,Americas
Benin,2012,3.24,62.91440045,Africa
Bhutan,2012,5.77,75.96056903,South-East Asia
Bolivia,2012,8.48,86.38630033,Americas
Bosnia and Herzegovina,2012,13.73,111.7689472,Europe
Botswana,2012,6.58,74.18142683,Africa
Brazil,2012,11.69,66.05395146,Americas
Brunei,2012,9.8,124.7501397,Western Pacific
Bulgaria,2012,16.65,54.56175084,Europe
Burkina Faso,2012,2.12,29.46919141,Africa
Burundi,2012,1.19,30.38343883,Africa
Cambodia,2012,2.97,95.92018843,Western Pacific
Cameroon,2012,4.2,45.36058311,Africa
Canada,2012,11.35,48.36029719,Americas
Cape Verde,2012,6.51,78.04797563,Africa
Central African Republic,2012,1.82,65.69971345,Africa
Chad,2012,1.18,51.3946944,Africa
Chile,2012,11.93,37.30612418,Americas
China,2012,7.03,59.78169333,Western Pacific
Colombia,2012,9.8,41.65729752,Americas
Comoros,2012,4.29,46.11263317,Africa
Congo,2012,5.3,50.00821394,Africa
Costa Rica,2012,11.26,101.2207883,Americas
Croatia,2012,14.01,73.92068831,Americas
Cuba,2012,10.58,87.45640003,Europe
Cyprus,2012,11.07,55.28884148,Europe
Czech Republic,2012,14.34,48.08526479,Africa
Democratic Republic of Congo,2012,1.72,81.80034374,Africa
Denmark,2012,7.57,44.05974686,Europe
Djibouti,2012,4.41,36.28475283,Eastern Mediterranean
Dominica,2012,12.25,65.15278401,Americas
Dominican Republic,2012,11.77,88.41214116,Americas
Ecuador,2012,11.96,80.21219978,Americas
Egypt,2012,18.83,184.2662383,Eastern Mediterranean
El Salvador,2012,11.54,89.70217762,Americas
Equatorial Guinea,2012,3.61,39.97589255,Africa
Eritrea,2012,2.14,81.21112957,Africa
Estonia,2012,17.47,56.31203313,Europe
Ethiopia,2012,1.45,105.3364027,Africa
Fiji,2012,29.28,47.19432939,Western Pacific
Finland,2012,10.7,31.46121634,Europe
France,2012,7.85,99.31113355,Europe
Gabon,2012,6.71,81.43456757,Africa
Gambia,2012,4.92,137.1157863,Africa
Georgia,2012,16.75,48.19424675,Europe
Germany,2012,10.84,85.67486315,Europe
Ghana,2012,5.47,53.97394878,Africa
Greece,2012,10.98,63.14770222,Europe
Grenada,2012,12.48,143.06252,Americas
Guatemala,2012,7.61,59.94491228,Americas
Guinea,2012,2.61,74.70427066,Africa
Guinea-Bissau,2012,2.86,144.331043,Africa
Guyana,2012,13.81,88.61042381,Americas
Haiti,2012,5.73,46.13068062,Americas
Honduras,2012,8.36,76.43557138,Americas
Hungary,2012,15.18,107.2967403,Europe
Iceland,2012,10.12,38.8540497,Europe
India,2012,3.89,39.81070101,South-East Asia
Indonesia,2012,7.29,57.07024609,South-East Asia
Iran,2012,12.34,82.07404112,Eastern Mediterranean
Iraq,2012,13.85,107.2635294,Eastern Mediterranean
Ireland,2012,9.21,41.6620966,Europe
Israel,2012,10.05,41.27514517,Europe
Italy,2012,10.08,39.60607793,Europe
Jamaica,2012,14.07,93.15387272,Americas
Japan,2012,4.2,15.3745087,Western Pacific
Jordan,2012,17.82,112.4115386,Eastern Mediterranean
Kazakhstan,2012,15.72,161.9254818,Europe
Kenya,2012,2.62,46.56197435,Africa
Kiribati,2012,17.55,248.8087754,Western Pacific
Kuwait,2012,20.39,68.54395009,Eastern Mediterranean
Kyrgyzstan,2012,10.77,104.4404177,Europe
Laos,2012,5.07,63.17706942,Western Pacific
Latvia,2012,16.14,115.473599,Europe
Lebanon,2012,19.02,116.0547554,Eastern Mediterranean
Lesotho,2012,5.48,160.6500944,Africa
Liberia,2012,3.72,70.26178143,Africa
Libya,2012,17.76,143.0350446,Eastern Mediterranean
Lithuania,2012,14.6,105.1488789,Europe
Luxembourg,2012,9.91,53.10882535,Europe
Madagascar,2012,2.68,65.22884056,Africa
Malawi,2012,2.07,32.487104,Africa
Malaysia,2012,10.15,43.33418411,Western Pacific
Maldives,2012,7.39,51.06630992,South-East Asia
Mali,2012,1.71,196.508826,Africa
Malta,2012,11.58,83.82814223,Europe
Marshall Islands,2012,16,120.8607616,Western Pacific
Mauritania,2012,6.69,98.47617161,Africa
Mauritius,2012,18.31,194.3842635,Africa
Mexico,2012,15.22,55.47838967,Americas
Micronesia,2012,19.02,115.6040247,Western Pacific
Mongolia,2012,12.45,53.92504132,Western Pacific
Montenegro,2012,14.99,42.48572144,Europe
Morocco,2012,16.16,82.09602732,Eastern Mediterranean
Mozambique,2012,1.77,35.75599682,Africa
Myanmar,2012,3.97,34.33166179,South-East Asia
Namibia,2012,4.93,45.51005645,Africa
Nepal,2012,3.83,72.26249682,Western Pacific
Netherlands,2012,7.68,34.69685934,South-East Asia
New Zealand,2012,10.57,33.32378272,Europe
Nicaragua,2012,12.37,111.1782377,Western Pacific
Niger,2012,1.21,68.14384411,Africa
Nigeria,2012,1.33,26.13339258,Africa
Norway,2012,7.72,175.1747313,Europe
Oman,2012,16.4,92.61128616,Eastern Mediterranean
Pakistan,2012,6.12,113.5614162,Eastern Mediterranean
Panama,2012,9.66,146.0594804,Americas
Papua New Guinea,2012,8.17,83.98865411,Western Pacific
Paraguay,2012,12.2,41.69519804,Americas
Peru,2012,7.85,83.98380668,Americas
Philippines,2012,8.77,83.61554917,Western Pacific
Poland,2012,13.77,43.18787116,Europe
Portugal,2012,9.43,85.13058846,Europe
Qatar,2012,18.89,117.0991664,Eastern Mediterranean
Romania,2012,16.11,134.6386824,Europe
Russia,2012,15.19,35.24260415,Europe
Rwanda,2012,2.12,83.69528295,Europe
Saint Lucia,2012,13.01,104.9344239,Americas
Saint Vincent and the Grenadines,2012,14.08,147.7686848,Americas
Samoa,2012,17.21,70.2525368,Americas
Sao Tome and Principe,2012,5.91,127.3642977,Western Pacific
Saudi Arabia,2012,17.4,55.21310301,Africa
Senegal,2012,4.3,61.51672835,Eastern Mediterranean
Serbia,2012,15.02,126.2330293,Africa
Seychelles,2012,9.49,70.72273138,Europe
Sierra Leone,2012,2.32,59.74085765,Africa
Singapore,2012,7.74,25.0792109,Africa
Slovakia,2012,15.36,100.9293907,Western Pacific
Slovenia,2012,12.09,58.81979737,Europe
Solomon Islands,2012,11.34,141.9559953,Europe
Somalia,2012,1.84,49.41090235,Western Pacific
South Africa,2012,7.33,125.265143,Eastern Mediterranean
Spain,2012,10.15,123.0118221,Africa
Sri Lanka,2012,8.69,39.83754233,Europe
Sudan,2012,8.08,58.21089244,South-East Asia
Suriname,2012,14.35,113.7608095,Eastern Mediterranean
Sweden,2012,9.19,252.9233862,Americas
Switzerland,2012,8.65,38.39708933,Europe
Syria,2012,9.08,31.18552234,Europe
Taiwan,2012,9.39,107.9658636,Asia
Tajikistan,2012,7.45,45.00866484,Eastern Mediterranean
Thailand,2012,8.17,48.74413148,Europe
Timor,2012,2.27,40.12786128,South-East Asia
Togo,2012,2.73,20.46308041,Africa
Tonga,2012,15.72,55.17966355,Western Pacific
Trinidad and Tobago,2012,19.03,145.1978176,Americas
Tunisia,2012,14.69,74.39553178,Eastern Mediterranean
Turkey,2012,15.36,90.77276024,Europe
Turkmenistan,2012,15.7,79.27184314,Europe
Uganda,2012,1.5,153.2324007,Africa
Ukraine,2012,15.54,36.67887281,Europe
United Arab Emirates,2012,15.33,133.6266957,Eastern Mediterranean
United Kingdom,2012,9.15,155.3601902,Europe
United States,2012,14.08,41.34750756,Africa
Upper-middle income,2012,9.79,70.87152532,Americas
Uruguay,2012,10.43,131.8261665,Americas
Uzbekistan,2012,14.85,64.4471927,Europe
Vanuatu,2012,12.21,171.0765866,Western Pacific
Venezuela,2012,13.28,159.9817947,Americas
Vietnam,2012,3.92,86.69196515,Western Pacific
Yemen,2012,7.49,50.48308872,Eastern Mediterranean
Zambia,2012,1.88,59.0590631,Africa
Zimbabwe,2012,3.55,101.2245452,Africa
Afghanistan,2017,8.5,177.0863961,Eastern Mediterranean
Albania,2017,12.11,95.98075564,Europe
Algeria,2017,17.47,181.4373843,Africa
Andorra,2017,9.23,34.61148539,Europe
Angola,2017,3.23,59.41102052,Africa
Antigua and Barbuda,2017,14.49,81.10907427,Americas
Argentina,2017,11.41,69.93958082,Americas
Armenia,2017,13.36,93.05219689,Europe
Australia,2017,11.65,45.23190183,Western Pacific
Austria,2017,11.24,141.8066126,Europe
Azerbaijan,2017,15.61,108.65429,Europe
Bahamas,2017,15.84,117.1386725,Americas
Bahrain,2017,25.69,30.96846562,Eastern Mediterranean
Bangladesh,2017,4.36,82.71267402,South-East Asia
Barbados,2017,14.47,122.4859534,Americas
Belarus,2017,16.3,34.49544451,Europe
Belgium,2017,8.14,100.9858926,Europe
Belize,2017,13.85,65.40943456,Americas
Benin,2017,3.75,58.5560417,Africa
Bhutan,2017,6.71,77.57496155,South-East Asia
Bolivia,2017,9.58,86.79733278,Americas
Bosnia and Herzegovina,2017,13.57,113.698061,Europe
Botswana,2017,9.67,73.90314557,Africa
Brazil,2017,12.3,64.58030781,Americas
Brunei,2017,10.11,125.1414407,Western Pacific
Bulgaria,2017,17.17,57.01515061,Europe
Burkina Faso,2017,2.57,28.9108021,Africa
Burundi,2017,1.36,33.07378454,Africa
Cambodia,2017,3.67,90.76471031,Western Pacific
Cameroon,2017,5.04,45.21448765,Africa
Canada,2017,11.75,49.04372985,Americas
Cape Verde,2017,7.15,83.07069823,Africa
Central African Republic,2017,2.16,64.82201983,Africa
Chad,2017,1.39,56.74675445,Africa
Chile,2017,12.33,37.88767568,Americas
China,2017,7.88,59.23641674,Western Pacific
Colombia,2017,10.67,44.18627121,Americas
Comoros,2017,5.13,45.80263775,Africa
Congo,2017,6.27,52.40274903,Africa
Costa Rica,2017,11.99,102.0758604,Americas
Croatia,2017,13.88,69.67757772,Americas
Cuba,2017,10.87,79.17730235,Europe
Cyprus,2017,10.75,57.84240097,Europe
Czech Republic,2017,14.47,43.56589885,Africa
Democratic Republic of Congo,2017,2.5,74.92292725,Africa
Denmark,2017,7.61,50.24649939,Europe
Djibouti,2017,5.93,34.35149912,Eastern Mediterranean
Dominica,2017,12.41,71.26551423,Americas
Dominican Republic,2017,13.55,90.67060737,Americas
Ecuador,2017,12.9,77.82533553,Americas
Egypt,2017,20.52,187.327065,Eastern Mediterranean
El Salvador,2017,13.07,94.72979961,Americas
Equatorial Guinea,2017,4.54,40.54238682,Africa
Eritrea,2017,2.81,82.39904737,Africa
Estonia,2017,17.75,59.05770694,Europe
Ethiopia,2017,2.01,93.58646034,Africa
Fiji,2017,29.43,45.31262945,Western Pacific
Finland,2017,10.93,28.03139458,Europe
France,2017,7.78,95.59185821,Europe
Gabon,2017,8.31,81.47852808,Africa
Gambia,2017,5.49,141.9340321,Africa
Georgia,2017,16.68,48.68925205,Europe
Germany,2017,10.88,84.04344622,Europe
Ghana,2017,6.14,48.64695492,Africa
Greece,2017,10.29,60.25285327,Europe
Grenada,2017,12.17,149.0427877,Americas
Guatemala,2017,8.26,63.28516947,Americas
Guinea,2017,3.14,72.35746714,Africa
Guinea-Bissau,2017,3.33,134.6357979,Africa
Guyana,2017,14.89,89.64414639,Americas
Haiti,2017,6.8,44.92023964,Americas
Honduras,2017,10.12,77.25137754,Americas
Hungary,2017,15.36,94.78846445,Europe
Iceland,2017,10.36,38.89477721,Europe
India,2017,5.37,49.86339693,South-East Asia
Indonesia,2017,8.52,61.3426432,South-East Asia
Iran,2017,13.97,83.41424373,Eastern Mediterranean
Iraq,2017,11.99,84.07149046,Eastern Mediterranean
Ireland,2017,9.11,37.49657816,Europe
Israel,2017,10.03,37.69080353,Europe
Italy,2017,10.19,36.25459955,Europe
Jamaica,2017,15.1,104.1804966,Americas
Japan,2017,4.16,14.41708212,Western Pacific
Jordan,2017,19.14,106.6593368,Eastern Mediterranean
Kazakhstan,2017,16.55,143.4021517,Europe
Kenya,2017,3.48,50.6102831,Africa
Kiribati,2017,18.54,241.9285295,Western Pacific
Kuwait,2017,21.45,64.84855731,Eastern Mediterranean
Kyrgyzstan,2017,11.69,94.76095565,Europe
Laos,2017,6.35,65.44884941,Western Pacific
Latvia,2017,15.99,106.4931278,Europe
Lebanon,2017,19.66,118.4909289,Eastern Mediterranean
Lesotho,2017,7.07,157.9004534,Africa
Liberia,2017,4.58,70.63547375,Africa
Libya,2017,18.67,149.2346735,Eastern Mediterranean
Lithuania,2017,14.63,98.2680289,Europe
Luxembourg,2017,9.85,56.7231307,Europe
Madagascar,2017,3.26,72.67572955,Africa
Malawi,2017,2.79,34.13959128,Africa
Malaysia,2017,11.06,44.85693237,Western Pacific
Maldives,2017,8.65,50.89008525,South-East Asia
Mali,2017,1.95,194.9544931,Africa
Malta,2017,11.57,82.12459728,Europe
Marshall Islands,2017,17.3,117.5288819,Western Pacific
Mauritania,2017,7.53,102.9832826,Africa
Mauritius,2017,18.79,193.3830501,Africa
Mexico,2017,16.23,58.82756691,Americas
Micronesia,2017,19.57,115.0813003,Western Pacific
Mongolia,2017,13.04,59.13741318,Western Pacific
Montenegro,2017,15.04,45.00375173,Europe
Morocco,2017,17.66,81.99591401,Eastern Mediterranean
Mozambique,2017,2.51,42.48550694,Africa
Myanmar,2017,4.89,33.37120591,South-East Asia
Namibia,2017,6.29,44.6705772,Africa
Nepal,2017,5,69.15684683,Western Pacific
Netherlands,2017,7.8,35.35517693,South-East Asia
New Zealand,2017,11,33.53611018,Europe
Nicaragua,2017,13.48,109.4740132,Western Pacific
Niger,2017,1.48,69.06073396,Africa
Nigeria,2017,1.63,26.05534974,Africa
Norway,2017,8.08,171.6692263,Europe
Oman,2017,17.97,94.7716492,Eastern Mediterranean
Pakistan,2017,7.12,100.5708427,Eastern Mediterranean
Panama,2017,11.08,143.8602547,Americas
Papua New Guinea,2017,9.06,83.0128157,Western Pacific
Paraguay,2017,13.19,38.56387972,Americas
Peru,2017,8.53,94.52131832,Americas
Philippines,2017,10.28,77.20940477,Western Pacific
Poland,2017,14.02,40.76666466,Europe
Portugal,2017,9.47,82.80028241,Europe
Qatar,2017,20.06,109.073181,Eastern Mediterranean
Romania,2017,15.66,123.2714671,Europe
Russia,2017,15.61,39.11513907,Europe
Rwanda,2017,2.87,86.31271992,Europe
Saint Lucia,2017,13.58,107.4982676,Americas
Saint Vincent and the Grenadines,2017,14.55,147.7520715,Americas
Samoa,2017,17.94,71.54577303,Americas
Sao Tome and Principe,2017,6.86,116.6973007,Western Pacific
Saudi Arabia,2017,18.39,55.06726538,Africa
Senegal,2017,5.08,64.41683977,Eastern Mediterranean
Serbia,2017,15,118.9738291,Africa
Seychelles,2017,10.71,75.29636898,Europe
Sierra Leone,2017,3.03,62.70784078,Africa
Singapore,2017,7.85,22.62171152,Africa
Slovakia,2017,15.88,93.96196168,Western Pacific
Slovenia,2017,12.26,53.08172134,Europe
Solomon Islands,2017,12.23,140.7833188,Europe
Somalia,2017,2.15,50.82498897,Western Pacific
South Africa,2017,9.42,108.7600972,Eastern Mediterranean
Spain,2017,9.97,108.5589624,Africa
Sri Lanka,2017,9.41,36.36572773,Europe
Sudan,2017,10.63,57.73709087,South-East Asia
Suriname,2017,15.29,125.1660716,Eastern Mediterranean
Sweden,2017,9.42,209.1493391,Americas
Switzerland,2017,8.82,36.55458423,Europe
Syria,2017,12,28.4534651,Europe
Taiwan,2017,9.05,111.4711169,Asia
Tajikistan,2017,8.89,42.39950375,Eastern Mediterranean
Thailand,2017,9.16,54.12384089,Europe
Timor,2017,3,43.83523026,South-East Asia
Togo,2017,3.76,26.60797497,Africa
Tonga,2017,16.38,56.50869887,Western Pacific
Trinidad and Tobago,2017,19.97,144.9028754,Americas
Tunisia,2017,15.65,74.10050875,Eastern Mediterranean
Turkey,2017,16.27,91.82327349,Europe
Turkmenistan,2017,18.19,75.50277795,Europe
Uganda,2017,2.07,162.572406,Africa
Ukraine,2017,15.32,37.68912675,Europe
United Arab Emirates,2017,19.16,135.6371879,Eastern Mediterranean
United Kingdom,2017,9.33,156.9462373,Europe
United States,2017,14.31,41.79403256,Africa
Upper-middle income,2017,10.5,71.95058004,Americas
Uruguay,2017,10.66,135.2042023,Americas
Uzbekistan,2017,16.73,62.5916975,Europe
Vanuatu,2017,12.7,173.8252206,Western Pacific
Venezuela,2017,14.71,162.4133497,Americas
Vietnam,2017,4.71,92.63562493,Western Pacific
Yemen,2017,8.35,50.481029,Eastern Mediterranean
Zambia,2017,2.82,60.14146942,Africa
Zimbabwe,2017,4.86,108.6199963,Africa
